	Pseudomonas_azotoformans_LMG21611	Pseudomonas_azotoformans_S4	Pseudomonas_brenneri_DSM-15294	Pseudomonas_fluorescens_ATCC13525	Pseudomonas_fragi_NL20W	Pseudomonas_gessardii_LMG21604	Pseudomonas_lactis_SS101	Pseudomonas_sp_WCS374	Pseudomonas_yamanorum_LBUM636	Pseudomonas_sp_OLsAu1	Pseudomonas_karstica_CCM7891	Pseudomonas_mucidolens_LMG2223	Pseudomonas_proteolytica_DSM15321	Pseudomonas_proteolytica_WS5126	Pseudomonas_spelaei_CCM7893	Pseudomonas_yamanorum_GZD14026	Pseudomonas_yamanorum_LMG27247
Pseudomonas_azotoformans_LMG21611	1.0	0.7303029735472292	0.47851869953649157	0.6015737762037142	0.20727322618324562	0.47335666483237326	0.571552457373488	0.5557000891579583	0.5768494627779646	0.5737272991322335	0.4314111008347075	0.31922473305381915	0.4780293564246202	0.48000040431751645	0.49568153217312044	0.4992759446239594	0.5753239073839378
Pseudomonas_azotoformans_S4	0.7162250142792208	1.0	0.4650328925021772	0.5830820316816476	0.201032768880133	0.4612850161627076	0.5544090064490472	0.5446609417608969	0.5643299670623059	0.5630105058328321	0.42417303704083814	0.306713435063002	0.4569677203599384	0.4599425215806478	0.49034465184504444	0.4929165151762095	0.567225463575377
Pseudomonas_brenneri_DSM-15294	0.533621230671609	0.5287756439647482	1.0	0.5106889014647821	0.23583695277044828	0.7409480919507764	0.510078561759847	0.5026926556672909	0.5656040589413772	0.5634794733905482	0.4903411503892283	0.42898874899589007	0.7328742690262049	0.7427668445967697	0.5613243874307815	0.5598905366845327	0.5664469642644611
Pseudomonas_fluorescens_ATCC13525	0.6215142115997935	0.6142503463462676	0.47313426440752093	1.0	0.20166344495401786	0.4675781346583231	0.5751932682049289	0.5772841691843735	0.5874448882884513	0.5798150577735214	0.43383669042087847	0.30837925304079045	0.4689991487429946	0.4693474530706758	0.5146336193227201	0.5186521728246759	0.5833839485455606
Pseudomonas_fragi_NL20W	0.2746404569912328	0.2716074914387019	0.28021990034288524	0.2586344190282496	1.0	0.28990435493201083	0.2654893663034159	0.258811090896593	0.28539557855506836	0.28187770091796494	0.24392358084924218	0.1828441570949709	0.2878418044244387	0.28751761056123554	0.27312505748729277	0.2687689240289301	0.2816169277254491
Pseudomonas_gessardii_LMG21604	0.47560184048456694	0.4725828555588811	0.6675881635001227	0.45472314172770656	0.21983076120716386	1.0	0.4522949901039902	0.4495173566990281	0.5006330996883339	0.49678850139225184	0.4307704968077677	0.3825778552810879	0.6391657362087619	0.6495310073976631	0.4900753148173703	0.48852056894439183	0.5008403991380644
Pseudomonas_lactis_SS101	0.6222230349396388	0.6154231793516123	0.49795818234455197	0.6060962760514815	0.21813020801052763	0.49006844033612196	1.0	0.8012181483323282	0.5606052098027313	0.5585935723725849	0.446665392570292	0.3276020573042376	0.49620368367045914	0.49984861340069964	0.5115658229095582	0.5087267780157853	0.561245548416768
Pseudomonas_sp_WCS374	0.6143592152181394	0.6139906071499119	0.498368132805395	0.6177452163941355	0.21594516663286803	0.4946219047522011	0.8136595008031153	1.0	0.5656835584367863	0.5599805687837774	0.4473597111874439	0.32447140156849885	0.5033452455804007	0.5057337206867845	0.5227573987018028	0.5252633748196811	0.5624528558004579
Pseudomonas_yamanorum_LBUM636	0.5659592217108914	0.5645590130140219	0.4976236120600831	0.5578630665605925	0.2113238833951816	0.4888630104122383	0.5052307660896025	0.5020122257572189	1.0	0.9398783841232873	0.47674240374750154	0.3301997204249482	0.4952839028502217	0.49671780055958764	0.5770951174995461	0.5736274826505232	0.9454857817054079
Pseudomonas_sp_OLsAu1	0.5606155480093836	0.560957173755764	0.4937459393814744	0.5483867406797684	0.20787345671077442	0.4831434855732116	0.5013783407824304	0.4949378530187181	0.9360706677258227	1.0	0.47253435030902463	0.33001337598426195	0.49392081922783576	0.49373911267650844	0.5736163539963167	0.5660689232848304	0.9369155814021385
