-------------------------------------
PRODIGAL v2.6.3 [February, 2016]         
Univ of Tenn / Oak Ridge National Lab
Doug Hyatt, Loren Hauser, et al.     
-------------------------------------
Request:  Single Genome, Phase:  Training
Reading in the sequence(s) to train...6891420 bp seq created, 60.54 pct GC
Locating all potential starts and stops...471114 nodes
Looking for GC bias in different frames...frame bias scores: 0.63 0.12 2.26
Building initial set of genes to train from...done!
Creating coding model and scoring nodes...done!
Examining upstream regions and training starts...done!
-------------------------------------
Request:  Single Genome, Phase:  Gene Finding
Finding genes in sequence #560 (83 bp)...done!
Finding genes in sequence #561 (83 bp)...done!
Finding genes in sequence #562 (83 bp)...done!
Finding genes in sequence #563 (83 bp)...done!
Finding genes in sequence #564 (83 bp)...done!
Finding genes in sequence #565 (83 bp)...done!
Finding genes in sequence #566 (83 bp)...done!
Finding genes in sequence #567 (83 bp)...done!
Finding genes in sequence #568 (83 bp)...done!
Finding genes in sequence #569 (82 bp)...done!
Finding genes in sequence #570 (82 bp)...done!
Finding genes in sequence #571 (82 bp)...done!
Finding genes in sequence #572 (82 bp)...done!
Finding genes in sequence #573 (82 bp)...done!
Finding genes in sequence #574 (82 bp)...done!
Finding genes in sequence #575 (82 bp)...done!
Finding genes in sequence #576 (82 bp)...done!
Finding genes in sequence #577 (81 bp)...done!
Finding genes in sequence #578 (81 bp)...done!
Finding genes in sequence #579 (81 bp)...done!
Finding genes in sequence #580 (81 bp)...done!
Finding genes in sequence #581 (81 bp)...done!
Finding genes in sequence #582 (81 bp)...done!
Finding genes in sequence #583 (81 bp)...done!
Finding genes in sequence #584 (81 bp)...done!
Finding genes in sequence #585 (81 bp)...done!
Finding genes in sequence #586 (81 bp)...done!
Finding genes in sequence #587 (80 bp)...done!
Finding genes in sequence #588 (80 bp)...done!
Finding genes in sequence #589 (80 bp)...done!
Finding genes in sequence #590 (80 bp)...done!
Finding genes in sequence #591 (80 bp)...done!
Finding genes in sequence #592 (80 bp)...done!
Finding genes in sequence #593 (80 bp)...done!
Finding genes in sequence #594 (80 bp)...done!
Finding genes in sequence #595 (80 bp)...done!
Finding genes in sequence #596 (80 bp)...done!
Finding genes in sequence #597 (80 bp)...done!
Finding genes in sequence #598 (80 bp)...done!
Finding genes in sequence #599 (80 bp)...done!
Finding genes in sequence #600 (80 bp)...done!
Finding genes in sequence #601 (80 bp)...done!
Finding genes in sequence #602 (79 bp)...done!
Finding genes in sequence #603 (79 bp)...done!
Finding genes in sequence #604 (79 bp)...done!
Finding genes in sequence #605 (79 bp)...done!
Finding genes in sequence #606 (79 bp)...done!
Finding genes in sequence #607 (79 bp)...done!
Finding genes in sequence #608 (79 bp)...done!
Finding genes in sequence #609 (79 bp)...done!
Finding genes in sequence #610 (79 bp)...done!
Finding genes in sequence #611 (79 bp)...done!
Finding genes in sequence #612 (79 bp)...done!
Finding genes in sequence #613 (79 bp)...done!
Finding genes in sequence #614 (79 bp)...done!
Finding genes in sequence #615 (79 bp)...done!
Finding genes in sequence #616 (79 bp)...done!
Finding genes in sequence #617 (78 bp)...done!
Finding genes in sequence #618 (78 bp)...done!
Finding genes in sequence #619 (78 bp)...done!
Finding genes in sequence #620 (78 bp)...done!
Finding genes in sequence #621 (78 bp)...done!
Finding genes in sequence #622 (78 bp)...done!
Finding genes in sequence #623 (78 bp)...done!
Finding genes in sequence #624 (78 bp)...done!
Finding genes in sequence #625 (78 bp)...done!
Finding genes in sequence #626 (78 bp)...done!
Finding genes in sequence #627 (78 bp)...done!
Finding genes in sequence #628 (78 bp)...done!
Finding genes in sequence #629 (78 bp)...done!
Finding genes in sequence #630 (78 bp)...done!
Finding genes in sequence #631 (78 bp)...done!
Finding genes in sequence #632 (78 bp)...done!
Finding genes in sequence #633 (78 bp)...done!
